Games Played,Avg Reward
22400,1741.5276879846556
22450,1902.8287178951998
22500,1890.4931339713185
22550,1798.5161341952867
22600,1696.5137055476816
22650,1692.6758620166866
22700,1875.12628038875
22750,1731.2769905733444
22800,1864.6983476122484
22850,1886.5751733814282
22900,1692.237890102249
22950,1825.142378372719
23000,1871.8418423620437
23050,1707.4691312012492
23100,1802.0937340222283
23150,1706.353897758299
23200,1714.94224067595
23250,1871.5268498073171
23300,1871.6654749876366
23350,1792.809701861368
23400,1921.8561726431476
23450,1892.4253718236387
23500,1961.9935511533872
23550,1831.2272922148568
23600,1784.7529928573024
23650,1727.1211145681486
23700,1864.1687618962567
23750,1940.8952232498586
23800,1906.7871509926545
23850,1976.5548183008614
23900,1965.2587307016
23950,1947.1055483072566
24000,1919.8595271557124
24050,1946.2664435565252
24100,1777.8704593343546
24150,1848.795046313185
24200,1847.275172839056
24250,1814.7751080862756
24300,1814.1793021102226
24350,1893.1178741354586
24400,1833.206639861798
24450,1837.8434829270748
24500,1861.9308400671384
24550,1967.5674999388052
24600,1956.9276891218676
24650,1763.5070625043463
24700,1832.7845633575807
24750,2000.0
24800,1740.7334146663527
24850,1868.5005843413123
24900,1723.1751857790725
24950,1765.3390350989275
25000,1892.8927083096294
25050,1856.6745068770142
25100,1887.237678018978
25150,1906.1135420717371
25200,1851.8063896702765
25250,1959.655432517331
25300,1826.9104010599183
25350,1871.1915423208075
25400,1796.1845627704843
25450,1967.1778142753851
25500,1898.7865356503255
25550,1932.973677691087
25600,1892.067078837598
25650,1882.6827288060028
25700,1887.5146212569412
25750,1979.4264487441185
25800,1870.4262760227477
25850,2000.0
25900,1893.535538130787
25950,1947.0920623232084
26000,1980.319984783606
26050,1988.8515388129172
26100,1989.6384240588186
26150,2000.7868852459014
26200,2000.3278688524588
26250,1909.5926983102233
26300,1902.9132970162377
26350,1964.9133171631042
26400,1854.716434456809
26450,1939.8708467256354
26500,1945.7580857735977
26550,2022.9508196721304
26600,1918.620947961187
26650,1956.5909151757392
26700,2025.7704918032778
26750,1948.5108739202874
26800,1824.383703578041
26850,1948.0658983250762
26900,1973.6470856398983
26950,1945.6819355176508
27000,1948.9791849667963
27050,1867.7955473935106
27100,1908.260426132121
27150,2024.1967213114751
27200,1978.3113555210239
27250,1922.7876620047323
27300,1881.4944716289624
27350,1967.0001602251343
27400,1897.3605135926039
27450,1826.7231286424358
27500,1919.077001605654
27550,2000.524590163934
27600,2000.8524590163927
27650,1892.683868676905
27700,1946.3139316694367
27750,1961.3922943609061
27800,1923.6181335301285
27850,1989.6618325888553
27900,1909.46907867885
27950,1807.233805177055
28000,1986.8826578307285
28050,1991.1569087366859
28100,1864.647035168867
28150,2000.1311475409834
28200,1964.744084024116
28250,1906.2636740361854
28300,1917.5055012286807
28350,1951.0958324731162
28400,2000.1311475409836
28450,1855.4218329662808
28500,1897.0951950623626
28550,1957.6170254126378
28600,1852.5280888831319
28650,1920.0963587087326
28700,2023.6065573770493
28750,1874.3505291472954
28800,1986.0129193298822
28850,1964.23007255695
28900,1947.7871924482477
28950,1991.2870373187554
29000,2010.5872110660378
29050,2025.704918032787
29100,1949.5727063023933
29150,2000.0
29200,1932.0906203920376
29250,1904.329671641217
29300,2025.2459016393439
29350,1990.3068769891709
29400,2000.0
29450,1939.0067371502428
29500,1959.1875178781652
29550,2000.0
29600,2000.0
29650,1952.4167000690047
29700,1964.2084511833966
29750,1907.26942523473
29800,2001.5081967213112
29850,2000.0
29900,1897.0432777412161
29950,1820.3429817284086
30000,1952.918132757967
30050,1905.7652128592747
30100,1937.0847618032317
30150,2000.0
30200,2000.0
30250,2000.0
30300,2023.672131147541
30350,2000.1311475409836
30400,2023.7377049180327
30450,1958.3892570357993
30500,1989.8145775673368
30550,2000.7213114754095
30600,2002.120741132311
30650,1980.2833382842255
30700,1947.4651796613487
30750,1947.4651796613487
30800,1965.309458061617
30850,2000.0
30900,1964.6028634806194
30950,1949.4877969385316
31000,2000.0
31050,2000.0
31100,1964.5599410005198
31150,1978.984186151385
31200,1965.0031656396322
31250,1946.3228335297958
31300,2000.0
31350,2000.0
31400,2000.0
31450,2000.0
31500,1910.046958137489
31550,1930.318499577736
31600,1993.7540968831936
31650,1952.1023925971754
31700,1946.2889102095412
31750,2000.0
31800,2000.0
31850,1989.5108194725383
31900,1965.194759325783
31950,1952.6063847244955
32000,1986.7768567908765
32050,1929.6085183873297
32100,2000.5245901639341
32150,1930.6316946061072
32200,1969.272186832045
32250,1970.37803957812
32300,1975.9127044251752
32350,1986.6872217871307
32400,1920.0071502602832
32450,2000.0
32500,2000.0
32550,2000.0
32600,2000.0
32650,1978.7725065902337
32700,2000.0
32750,1945.9851561087369
32800,1934.1736388047996
32850,1943.7188461080677
32900,1860.0469632458546
32950,1897.601281067731
33000,1965.5257346990045
33050,2002.7540983606555
33100,2000.0
33150,2000.0
33200,1934.5558128137636
33250,1965.9783216469666
33300,2024.1967213114754
33350,1968.8280125267925
33400,1968.3034223628586
33450,2000.918032786885
33500,1987.317553287195
33550,1988.3342036945483
33600,1955.908812025653
33650,2002.4918032786877
33700,1966.8074429849637
33750,1931.0274195873894
33800,2000.4590163934424
33850,2001.83606557377
33900,1941.8256089905851
33950,1964.4609903188598
34000,1978.1290798568848
34050,1965.0138754730056
34100,1922.6504214294644
34150,1965.3789355873512
34200,1908.6181493099407
34250,1889.5934984654534
34300,1999.9308755847594
34350,2000.0
34400,2025.049180327869
34450,2052.6557377049166
34500,1938.8188106941282
34550,1933.583391496676
34600,1942.0341640984022
34650,2000.3934426229505
34700,1906.8678893731353
34750,1933.6912130413295
34800,1923.2967207845938
34850,1922.2058916374003
34900,1953.400851196984
34950,1977.7111215006482
35000,1877.3318292579
35050,2000.0655737704915
35100,1980.1896225569758
35150,1930.5938924145917
35200,1946.2059521528665
35250,1978.5870116815263
35300,1990.1534041041064
35350,1963.5249970324364
35400,1986.8300317604185
35450,1917.3746298548365
35500,1966.2680848876369
35550,1966.5843896554125
35600,1940.2244183289156
35650,1954.3743133463745
35700,1987.2537509750105
35750,2001.9016393442619
35800,2000.0
35850,1957.4016904967111
35900,2000.3278688524588
35950,2000.7213114754095
36000,1920.446816585251
36050,2000.0
36100,2000.0
36150,2000.590163934426
36200,2000.0
36250,2000.262295081967
36300,1961.735573909828
36350,2000.3278688524588
36400,1999.283506041471
36450,2000.0
36500,2000.0
36550,2000.0
36600,1939.0133989648896
36650,1954.5482472175383
36700,1980.2460602357994
36750,1949.7970536668417
36800,2000.0
36850,2000.1311475409834
36900,2000.0
36950,1945.0222919439123
37000,1980.1382510615733
37050,2000.0
37100,2000.0
37150,1964.4603946256009
37200,1950.3537835267045
37250,1917.6239564899254
37300,2004.3934426229503
37350,1968.733399157034
37400,2024.2622950819664
37450,2015.600416903889
37500,1965.6961922862529
37550,2000.0
37600,1957.7773090816395
37650,1978.3111685728654
37700,1985.741727675624
37750,1954.0409643870655
37800,1991.239587190746
37850,1964.991811767781
37900,2022.9508196721306
37950,1965.7691325588255
38000,2027.6065573770486
38050,1944.9664153251729
38100,2000.0
38150,2000.0
38200,2000.7868852459014
38250,2000.0
38300,1942.44420743515
38350,2001.3770491803277
38400,1971.2855539622428
38450,1965.0576803542428
38500,1945.3499614632608
38550,2000.0
38600,2000.0
38650,2000.0
38700,1964.975874816559
38750,2000.0
38800,2000.0
38850,2000.0
38900,1965.808840106721
38950,2000.0
39000,2000.0
39050,1979.3530101554318
39100,1965.1439993315175
39150,2000.0
39200,2000.0
39250,2000.0
39300,2000.0
39350,2000.0
39400,1966.8632044337498
39450,2000.0
39500,2000.0
39550,1964.7060476279858
39600,2000.0
39650,2000.0
39700,2000.0
39750,2000.0
39800,2000.0
39850,2000.0
39900,2000.0
39950,1979.869243924891
40000,2000.0
40050,2000.0
40100,2000.0
40150,2000.0
40200,2000.0
40250,1941.9991039609629
40300,2000.0
40350,1980.1300731551928
40400,1944.2209099748154
40450,2000.0
40500,2000.0
40550,1979.8423039146921
40600,2000.0
40650,2000.0
40700,2000.0
40750,2000.0
40800,2000.0
40850,2000.0
40900,1947.0539817752206
40950,1891.0389440171543
41000,2000.0
41050,1966.035105471645
41100,1959.952797504791
41150,1980.312435611297
41200,1980.312435611297
41250,2000.0
41300,2000.0
41350,2000.0
41400,2000.0
41450,2000.0
41500,2000.0
41550,2000.0
41600,2000.0
41650,1965.5723542282828
41700,2000.0
41750,2000.0
41800,2000.0
41850,2000.0
41900,1964.809701015763
41950,2000.0
42000,2000.0
42050,2000.0
42100,1978.4122262672029
42150,1978.4122262672029
42200,1965.8147649703237
42250,2000.0
42300,1965.8857602838323
42350,1965.8857602838323
42400,2000.0
42450,1927.2222742726897
42500,2000.0
42550,2000.0
42600,2000.0
42650,2000.0
42700,2022.0719200701749
42750,1966.2103975535988
42800,1989.1722570842169
42850,1989.1722570842169
42900,2000.0
42950,1948.9114718651156
43000,2000.0
43050,2000.3934426229505
43100,2000.0
43150,2007.497824946364
43200,1985.7273331430854
43250,2000.0
43300,2000.0
43350,1964.7626374146362
43400,2000.5245901639341
43450,2000.0
43500,2000.0
43550,2000.6557377049178
43600,1980.4909830197557
43650,1979.7696715443462
43700,1986.7181651503945
43750,2000.4590163934424
43800,2000.4590163934424
43850,2000.0
43900,2000.0
43950,2000.1311475409834
44000,2000.0
44050,2000.0
44100,2000.0
44150,1929.9143300933013
44200,2000.262295081967
44250,2000.0
44300,2000.0
44350,2000.0
44400,2000.0
44450,2000.0
44500,1987.1996926725583
44550,2000.0
44600,1965.5881595852734
44650,1930.927743090155
44700,1979.6494869784601
44750,2000.0
44800,2000.0655737704915
44850,2000.0655737704915
44900,2000.0
44950,2000.0
45000,2022.4918032786884
45050,2023.2786885245898
45100,2023.27868852459
45150,1987.2649089225738
45200,1987.3176970892855
45250,2035.1865495483019
45300,1987.5633173470808
45350,1963.50422218291
45400,1936.396394367812
45450,1999.7893619675287
45500,1988.1116878329442
45550,1963.1216976355938
45600,1970.2866916765126
45650,2000.0
45700,2000.5901639344258
45750,1986.9922297589633
45800,2000.2622950819668
45850,1927.9984018353427
45900,1950.3182219702046
45950,1936.8207549715123
46000,1917.368318057642
46050,2014.8542209908285
46100,2000.0
46150,1917.8111752575621
46200,1929.3343462872585
46250,1985.1771601157734
46300,2000.1311475409834
46350,2000.0
46400,2000.0
46450,2000.0
46500,1957.3046644601914
46550,2000.3934426229505
46600,2000.3934426229503
46650,2000.1967213114751
46700,2000.3630288452919
46750,1943.6541001377375
46800,1943.6541001377375
46850,2000.0
46900,2000.0
46950,1929.1986223875604
47000,1962.8488926628106
47050,2000.0
47100,2000.0
47150,2000.0
47200,2000.0
47250,1965.0909572790213
47300,2000.0
47350,2000.0
47400,2000.0
47450,1946.8380967962048
47500,1903.9201084094475
47550,1902.8869351621815
47600,1926.4725194525358
47650,2000.4590163934424
47700,2000.0
47750,1965.4742748710494
47800,1965.0579132221353
47850,2000.0
47900,2000.0
47950,2000.0
48000,2000.0
48050,2000.0
48100,2000.0
48150,1931.6475217535144
48200,2000.0
48250,2000.0
48300,2000.0
48350,2000.0
48400,2000.0
48450,2000.0
48500,1980.2695389023302
48550,2000.0
48600,2000.0
48650,2000.0
48700,2000.0
48750,2000.0
48800,2000.0
48850,2000.0
48900,2000.0
48950,2000.0
49000,2000.0
49050,2000.0
49100,2000.0
49150,2000.0
49200,2000.7403398359852
49250,1976.5436185245098
49300,2025.7704918032787
49350,1965.649961465996
49400,1965.649961465996
49450,2000.0
49500,2000.0
49550,2000.0
49600,2000.0
49650,2000.0
49700,2000.0
49750,1965.0989574610526
49800,2000.0
49850,2000.0
49900,2000.0
49950,2000.0
50000,2000.0
50050,2000.0
50100,2000.0
50150,2000.0
50200,2000.0
50250,2000.0
50300,1964.8590856957987
50350,2000.0
50400,2000.0
50450,2000.0
50500,2000.0
50550,1946.1500309345802
50600,2000.0
50650,2000.0
50700,2000.0
50750,2000.0
50800,2000.0
50850,2000.0
50900,2000.0
50950,2000.0
51000,2000.0
51050,1966.6410506440523
51100,1980.0083587336142
51150,1980.0083587336142
51200,2000.0
51250,2000.0
51300,2000.0
51350,2000.0
51400,1964.8086780814278
51450,1964.8086780814278
51500,1965.9848840332588
51550,1966.1474206606274
51600,1980.135299057899
51650,1979.4006916796218
51700,1907.0568614963747
51750,1959.2710831939457
51800,1892.8489549105611
51850,1979.9714330632207
51900,2000.0
51950,1925.217207122969
52000,1860.4228937583428
52050,1980.311800652066
52100,1945.81998457097
52150,2000.0
52200,2000.0
52250,1965.9354579559006
52300,1877.9808888824502
52350,2000.0
52400,2000.0
52450,2000.0
52500,2000.0
52550,2000.0
52600,1985.7198367854894
52650,1980.0410851393458
52700,1926.426613768833
52750,2000.0
52800,2000.0
52850,2000.0
52900,2000.0
52950,1979.7754066466964
53000,1923.450831903555
53050,2000.0
53100,1979.0625194061258
53150,2000.0
53200,2000.0
53250,2000.0
53300,2000.0
53350,2000.0
53400,1987.800112709321
53450,1914.6310404057676
53500,2000.0
53550,1979.9327187318124
53600,1908.2139368975488
53650,2000.0
53700,1945.8838670520704
53750,2024.0655737704917
53800,1948.724942304963
53850,2000.0
53900,2000.0
53950,2000.0
54000,2000.0
54050,2000.0
54100,2000.0
54150,2000.0
54200,2000.0
54250,1993.1649917858044
54300,2000.0
54350,2014.397978675646
54400,1964.4773428024007
54450,2001.0491803278687
54500,2001.0491803278687
54550,2000.0
54600,1933.20200895543
54650,1908.4344215838908
54700,2000.0
54750,2000.3278688524588
54800,1919.518946764024
54850,1965.1159755351382
54900,1984.51380956305
54950,2025.639344262295
55000,2000.0
55050,2000.0
55100,2000.0
55150,1965.6388147748191
55200,1989.1691671673136
55250,1977.3359547263922
55300,1949.5152554140682
55350,1920.0615613552288
55400,1979.242181163037
55450,2000.0
55500,1925.5341518286737
55550,1925.5341518286737
55600,1988.7091046204287
55650,1964.6435308499367
55700,1989.5154281963823
55750,1989.5154281963823
55800,2000.0
55850,1989.7799150428566
55900,2000.0
55950,2000.0
56000,1989.7431868093645
56050,2002.998066145163
56100,2002.998066145163
56150,2000.0
56200,2000.0
56250,1972.1857495767729
56300,1916.3011589279445
56350,2000.0
56400,2000.0
56450,2000.0
56500,2024.5901639344263
56550,1994.5503100286123
56600,2000.0
56650,1965.3395985526365
56700,1984.349218486444
56750,2000.0
56800,2024.0655737704917
56850,2000.0
56900,2000.0
56950,1988.9838800756518
57000,2000.0
57050,2000.0
57100,2004.5192916354843
57150,1917.063017634849
57200,1987.9468284619209
57250,2000.0
57300,1987.6900435314249
57350,1987.6900435314249
57400,2000.0
57450,2000.0
57500,2000.0
57550,2000.0
57600,2000.0
57650,2000.0
57700,1956.7109164835479
57750,1927.119097672753
57800,1989.5110630304127
57850,2000.0
57900,2000.0
57950,2000.0
58000,2000.0
58050,2000.0
58100,2000.0
58150,2000.0
58200,2000.0
58250,2000.0
58300,2000.0
58350,2000.0
58400,2000.0
58450,2000.0
58500,2000.0
58550,2000.0
58600,2000.0
58650,2000.0
58700,2000.0
58750,2000.0
58800,2000.0
58850,1944.9185035353842
58900,2000.0
58950,2000.0
59000,2000.0
59050,2000.0
59100,2000.0
59150,2000.0
59200,2022.6229508196718
59250,2022.622950819672
59300,2000.0
59350,2000.0
59400,2000.0
59450,1987.6228790667826
59500,2000.0
59550,2000.0
59600,2025.5352453094954
59650,1978.0842788423274
59700,1987.786249440225
59750,2000.0
59800,1962.5351468838378
59850,2000.0655737704915
59900,2000.0
59950,2000.0
60000,2000.0
60050,2000.0
60100,2000.0
60150,2000.0
60200,2000.0
60250,2000.0
60300,2000.0
60350,2000.0
60400,2000.0
60450,1964.5796939888505
60500,2000.0
60550,1984.9184587580487
60600,1965.243057396768
60650,2000.0
60700,2000.0
60750,1965.2988724358986
60800,2000.0
60850,1964.9325480387247
60900,2000.0
60950,2000.0
61000,2000.0
61050,1947.2565396809314
61100,1947.2565396809312
61150,2000.0
61200,2000.0
61250,2000.0
61300,1980.3074390634179
61350,2000.0
61400,2000.0
61450,1978.116431367897
61500,2000.0
61550,1978.6347256377694
61600,1893.4722313262753
61650,1926.5668940228045
61700,1958.814211132652
61750,2000.0
61800,2000.0
61850,2000.0
61900,2000.0
61950,2000.0
62000,2000.0
62050,2000.0
62100,1981.9562480311927
62150,1947.4396996753612
62200,2000.0
62250,2000.0
62300,2000.0
62350,2000.0
62400,2000.0
62450,2000.0
62500,2000.0
62550,2000.0
62600,2000.0
62650,1978.2305762540373
62700,1965.7014075596387
62750,1859.3190811703028
62800,2000.0
62850,2000.0
62900,1965.0355271270578
62950,2000.0
63000,2000.0
63050,1979.9035291336093
63100,2000.0
63150,1946.9593275764746
63200,1946.9593275764748
63250,1944.1849858937078
63300,2000.0
63350,2000.0
63400,1979.9833393579765
63450,1945.9683311694148
63500,1980.1458734460925
63550,2000.0
63600,2000.0
63650,2000.0
63700,2000.0
63750,2000.0
63800,2000.0
63850,1980.2094739919487
63900,1980.2094739919482
63950,2000.0
64000,2000.0
64050,1969.8708870501755
64100,1965.39481074302
64150,1979.660899990899
