Games Played,Avg Reward
5700,-4200.128365028186
5750,-4296.668514807588
5800,-4978.8716234421145
5850,-4409.694850172909
5900,-5075.189196131413
5950,-4753.972197707975
6000,-5007.381264818223
6050,-5573.439094396894
6100,-4292.569511590507
6150,-4771.976406806596
6200,-4163.117350661594
6250,-4289.716801894327
6300,-4277.646740061119
6350,-4593.192933086012
6400,-4357.679366865811
6450,-4696.699486217728
6500,-4507.577215965767
6550,-4682.932665635501
6600,-4443.394730121708
6650,-4256.114194931688
6700,-4781.313188981935
6750,-4731.619836364797
6800,-4455.3761194249355
6850,-4236.292156781021
6900,-4195.944004645664
6950,-3890.8254753863434
7000,-4344.778287050435
7050,-3905.885268295646
7100,-4332.037983697962
7150,-4686.416732340614
7200,-3588.8212479034287
7250,-3657.8705669974347
7300,-3720.136373515676
7350,-4220.784810104463
7400,-4683.914733991349
7450,-4882.625771189936
7500,-4233.550617945587
7550,-4533.503459307665
7600,-4040.7544484447567
7650,-4178.702401806264
7700,-4083.861467942517
7750,-4418.1056940538965
7800,-3797.5937705867477
7850,-4167.668291393069
7900,-3898.7253718713378
7950,-4299.452189418572
8000,-4432.223880477185
8050,-4329.497052601137
8100,-4979.6460181209695
8150,-4434.25116650837
8200,-4488.136653466112
8250,-4639.099352831699
8300,-4032.8472084217733
8350,-4549.496133728912
8400,-4497.706549693209
8450,-4444.571269829821
8500,-4579.471779041112
8550,-4620.091576172552
8600,-4579.380334687783
8650,-4064.024867343031
8700,-4149.750128433929
8750,-4365.294501674106
8800,-4040.64794895266
8850,-4088.0069746012186
8900,-3909.2273428290614
8950,-4184.284769752384
9000,-4169.072802328384
9050,-3975.7044102828413
9100,-4035.380690701084
9150,-4692.98059953898
9200,-4365.440409063432
9250,-4257.759378792542
9300,-4046.469344745381
9350,-3969.0176508021045
9400,-4467.360750072267
9450,-4569.861470852467
9500,-4307.704833092186
9550,-3902.395721360089
9600,-4047.9621895199875
9650,-4044.5199156763842
9700,-4291.191088644168
9750,-4319.783342858208
9800,-4331.05827318058
9850,-4329.167782573446
9900,-4499.875647322112
9950,-4134.518049866452
10000,-4015.6193483539237
10050,-4084.389889275024
10100,-3833.203507102183
10150,-4283.606619229184
10200,-4145.331643484247
10250,-4132.774069288514
10300,-4397.561211042026
10350,-4146.895741994451
10400,-4085.104820861563
10450,-3845.8451321664
10500,-3884.8173820215734
10550,-4256.751923078048
10600,-4093.96536076311
10650,-4008.9303164358134
10700,-4005.0552669286826
10750,-4076.307149081377
10800,-4547.866542438339
10850,-4151.290669599733
10900,-4070.9416907157943
10950,-3824.833202670901
11000,-3743.6885404540326
11050,-4127.376006677862
11100,-4106.8680701110015
11150,-3957.9644792022477
11200,-3849.1213950760675
11250,-4900.350550261359
11300,-4290.149954907462
11350,-4015.951197767114
11400,-3819.81811088883
11450,-4237.563538373519
11500,-4263.866516518165
11550,-4051.5429346323112
11600,-3980.9993767000688
11650,-4172.641001743175
11700,-3920.7421655168587
11750,-3857.0362115886123
11800,-4486.241934449819
11850,-4211.904436293682
11900,-3954.3055899877427
11950,-3911.214296628674
12000,-3873.518877760747
12050,-4271.5950578556585
12100,-4146.522564934698
12150,-4094.6876677787454
12200,-4400.5455874437275
12250,-4032.3440960035455
12300,-4515.832510887844
12350,-3874.32899063845
12400,-4108.923801167963
12450,-4389.18479699144
12500,-4221.930941494775
12550,-4020.36639995773
12600,-3975.7051960562926
12650,-3931.3123601515986
12700,-3706.642547347103
12750,-3575.065924910853
12800,-4039.9274117489904
12850,-4433.03966436634
12900,-3976.3190614225496
12950,-3855.784420524115
13000,-4023.0357979729265
13050,-4131.08698696301
13100,-3849.9948447087604
13150,-3823.4142970087137
13200,-4367.992669099629
13250,-3996.8234349440822
13300,-4028.8962328236753
13350,-4312.690505802123
13400,-4073.668503371524
13450,-3977.926653684294
13500,-4195.515951676448
13550,-4091.1616635035607
13600,-3978.009342377683
13650,-3684.403067177169
13700,-3888.2352364430712
13750,-3834.0517232481993
13800,-4112.966963356269
13850,-4487.262294695725
13900,-3888.3547007408342
13950,-3898.576487712145
14000,-4250.13074837198
14050,-3769.1035302253113
14100,-3768.065846991353
14150,-3913.9885791495385
14200,-3859.40763750273
14250,-3766.449941177146
14300,-4032.5928327180254
14350,-3905.9068171328504
14400,-3998.825680994217
14450,-3582.7848763754064
14500,-3770.6594176260487
14550,-4082.015193731732
14600,-3989.5898402850044
14650,-4031.0580779266984
14700,-3966.42522233451
14750,-4238.86068280072
14800,-4012.6594034419004
14850,-3722.0298548227074
14900,-3824.33755323414
14950,-3981.4518894719527
15000,-3848.0506702556727
15050,-3976.2131796265276
15100,-3649.8757787671125
15150,-4097.9686775817345
15200,-3722.3798752031516
15250,-4128.84264633028
15300,-4087.631189475944
15350,-4001.6767241733132
15400,-3977.769624771935
15450,-3969.299109804362
15500,-4205.113577665117
15550,-3822.763926052767
15600,-4104.176665324531
15650,-4026.165738650396
15700,-3693.0126532218123
15750,-3954.2270329370112
15800,-4162.986055997486
15850,-3988.884077805606
15900,-3724.653405733567
15950,-3643.315223304117
16000,-3754.781667114443
16050,-3941.6645178246085
16100,-3854.0749801128236
16150,-4238.641850349429
16200,-3784.000166639725
16250,-3599.2284231429176
16300,-3908.8902860560947
16350,-3939.175964131791
16400,-3491.729369918058
16450,-4071.7592397991593
16500,-3920.584819327284
16550,-3884.459405091617
16600,-3671.0606004874926
16650,-3651.2069158820336
16700,-3728.055180627579
16750,-4026.095442225765
16800,-4307.95910234525
16850,-3776.5236940258255
16900,-3907.756388897098
16950,-3958.2372586948877
17000,-4017.554556634029
17050,-4119.002891266876
17100,-3965.7567241041193
17150,-3903.676900675928
17200,-3791.339760050513
17250,-3742.8425433307525
17300,-4065.262909094366
17350,-3778.864674227633
17400,-3762.1388570461236
17450,-3634.279790390494
17500,-3843.3258588463127
17550,-3715.1344698493376
17600,-3774.594336107154
17650,-3672.3261145777387
17700,-3857.499983999111
17750,-4006.3994670187253
17800,-3903.0572934894226
17850,-3975.185082969664
17900,-3694.0627240784584
17950,-3613.3932230163773
18000,-3840.7805661810994
18050,-4369.069992159681
18100,-3925.885307175265
18150,-3997.2114888363885
18200,-3862.764446233597
18250,-4037.650078573128
18300,-3752.9807674699564
18350,-3583.8600205210723
18400,-3914.299597241496
18450,-3928.0767908876146
18500,-3858.824006360982
18550,-3521.2152043452247
18600,-4078.950809173039
18650,-3788.971266123095
18700,-3708.618221660107
18750,-3748.8010030087503
18800,-3808.13113413512
18850,-3913.8059349391615
18900,-3977.910670954218
18950,-3974.8256098706465
19000,-3719.9212264203247
19050,-3749.7614206166995
19100,-4020.358212863117
19150,-3667.830296121257
19200,-3806.262563888668
19250,-3834.082128510628
19300,-3817.3812348183396
19350,-3711.292830917303
19400,-3808.8575233192605
19450,-3935.3186177743964
19500,-3777.993575795103
19550,-4098.244338232788
19600,-3931.105584560116
19650,-3664.2244693828325
19700,-4031.013816429877
19750,-3640.6232678882666
19800,-3473.250651617701
19850,-3578.086373911291
19900,-3876.5336532174783
19950,-3807.5755886193533
20000,-3903.0396961985844
20050,-3737.6744646434654
20100,-3669.5566854375365
20150,-3639.6120595101884
20200,-3762.6160613468155
20250,-3851.8696103002612
20300,-3898.3827297074236
20350,-3710.07366336215
20400,-3598.1316170342516
20450,-3809.5899672801515
20500,-3643.098600617901
20550,-3737.613240990062
20600,-3850.8697925256683
20650,-3789.6486542628086
20700,-3818.4437534939793
20750,-3946.740872970384
20800,-3978.941953025885
20850,-3909.2153095651724
20900,-3885.80440517959
20950,-3666.1372826448137
21000,-3720.5607344239716
21050,-3495.252784081088
21100,-4148.820311408083
21150,-4026.6310754426004
21200,-3655.246618396893
21250,-3792.782425225372
21300,-3799.816244263218
21350,-3984.95431646269
21400,-3797.425305020757
21450,-4166.235795981958
21500,-3936.2046811675114
21550,-3881.568512460799
21600,-3755.3503577109627
21650,-3767.026693585743
21700,-3624.9332142074527
21750,-3762.357297685269
21800,-3554.327551733975
21850,-3622.80556844854
21900,-3889.5419194449014
21950,-3840.100040053138
22000,-3816.2349947215303
22050,-3690.967010071544
22100,-4031.984130471674
22150,-3665.210355953341
22200,-3738.499874010514
22250,-3743.681136385146
22300,-3675.1196331044803
22350,-3647.991395296432
22400,-4054.6084386259954
22450,-3742.598884679905
22500,-3961.3645038485374
22550,-3905.694008174361
22600,-3783.6976364834773
22650,-3663.4521167423777
22700,-3658.076567343161
22750,-3804.038897242391
22800,-3632.9373778756676
22850,-4047.9721605448353
22900,-4080.127327208728
22950,-3985.0151321727394
23000,-3842.2364348006085
23050,-4042.9877540872203
23100,-3937.159254296661
23150,-3878.553384787756
23200,-3841.793734039139
23250,-3791.4875551026475
23300,-3631.4658225164744
23350,-3774.777854969215
23400,-3825.2723477663135
23450,-3898.8155704202445
23500,-3803.980514863051
23550,-3596.5558293731474
23600,-3754.776888531607
23650,-3409.3996079032913
23700,-3710.1069047286064
23750,-3764.8980789291895
23800,-3861.307314721333
23850,-3675.741394165368
23900,-3485.9454844605375
23950,-3504.1277236424603
24000,-3588.6272911470915
24050,-3313.786545536565
24100,-3446.2519524287413
24150,-3546.5022431026764
24200,-3659.8627857545566
24250,-3554.0143638492577
24300,-3464.6814726845246
24350,-3450.586869818422
24400,-3695.582412463176
24450,-4239.527963012452
24500,-3808.043529750829
24550,-3849.5142066678422
24600,-3594.3432707221364
24650,-3809.333802506418
24700,-3855.562847423728
24750,-3569.5661948120473
24800,-3662.3843904284654
24850,-3816.1883307847293
24900,-3634.021691143055
24950,-3612.4665437512767
25000,-3951.576439072766
25050,-3793.908090073024
25100,-3670.965622990093
25150,-3628.6958112844545
25200,-3681.070049645536
25250,-3636.0846146943054
25300,-3679.771342433738
25350,-3836.453107987097
25400,-3664.0772745901263
25450,-3792.980695848041
25500,-3851.1670782307556
25550,-3592.129231139336
25600,-3704.302521514501
25650,-3966.3608826732175
25700,-3680.277296192934
25750,-4052.05631773323
25800,-3739.3342600749065
25850,-3518.7143247545964
25900,-3772.0672059445506
25950,-3425.242403588116
26000,-3630.2294498913643
26050,-3930.2994729492816
26100,-3812.890236548945
26150,-3929.4528294930483
26200,-4000.2116629159113
26250,-3836.4876817132636
26300,-3677.957949891192
26350,-3758.688983926695
26400,-3692.046570689062
26450,-3665.160788331259
26500,-3786.104446542981
26550,-3736.033855086784
26600,-3832.3368698140057
26650,-3972.4882799003803
26700,-3837.12623669182
26750,-3671.43884381621
26800,-3652.2034212556377
26850,-3963.2096228422993
26900,-3809.3960406437473
26950,-3615.8170347332707
27000,-3649.179874158617
27050,-3892.699545616241
27100,-3523.4285038031476
27150,-3745.7960430849416
27200,-3739.9875805903957
27250,-3678.2084813074503
27300,-3596.3191416048503
27350,-3419.380732143
27400,-4021.883002606474
27450,-3674.8771540619714
27500,-4094.156551929789
27550,-3799.462077332955
27600,-3845.763050142189
27650,-4082.710380750501
27700,-3839.530290491159
27750,-3793.12537623591
27800,-3891.0877821414583
27850,-3748.971623511389
27900,-3383.451197739762
27950,-3740.9143747814605
28000,-3905.823246850077
28050,-3787.597371133593
28100,-3580.872098113197
28150,-3692.2163998504343
28200,-3757.5474731688632
28250,-3766.119762069459
28300,-3640.20894367939
28350,-3670.6713728802515
28400,-3635.937399453751
28450,-3839.4815592646382
28500,-3722.1744856254404
28550,-3516.7397238131553
28600,-3554.223384245932
28650,-3836.2763707489844
28700,-3517.915005494607
28750,-3727.9581702367796
28800,-3793.461323425095
28850,-3672.454966073917
28900,-3880.7440161210543
28950,-3869.5207372265877
29000,-3694.776129967421
29050,-3478.9132732354083
29100,-3666.583559407634
29150,-3633.398346363996
29200,-3653.3058191585965
29250,-3945.0716157418865
29300,-3837.693942051891
29350,-3683.7879699923733
29400,-3441.0987813204965
29450,-3599.075038644007
29500,-3727.1059063846155
29550,-3711.4438694348455
29600,-3820.014871837192
29650,-3669.398385525028
29700,-3773.611098815758
29750,-3999.6548476892253
29800,-3327.0346298335253
29850,-3412.7660626962297
29900,-3790.814579900709
29950,-3846.293279218183
30000,-3939.9809196302785
30050,-3845.7589235284845
30100,-3625.9486496244594
30150,-3530.934965839257
30200,-3631.621901073235
30250,-3508.793305385166
30300,-3522.2609465670052
30350,-3701.6433615723786
30400,-3912.864674273851
30450,-3593.20240853167
30500,-3539.044868462927
30550,-3659.284775964184
30600,-3656.6227723605366
30650,-3718.6496532290635
30700,-3810.720291721114
30750,-3604.658117922742
30800,-3620.6789460852424
30850,-3671.8552963062652
30900,-3445.1990565807405
30950,-3358.909793246008
31000,-3623.2936749500836
31050,-3679.4258164755165
31100,-3656.75542574511
31150,-3745.1752147829125
31200,-3808.809912071797
31250,-3802.0554129921984
31300,-3689.756747665491
31350,-3658.6912115352125
31400,-3707.889070922932
31450,-3867.2329664603985
31500,-3838.0639229368276
31550,-3593.1496550609727
31600,-3741.121234554159
31650,-3541.0670639253694
31700,-3681.850851117282
31750,-3557.2487770357507
31800,-4003.6355959526477
31850,-3682.4349102562755
31900,-3896.5806333035844
31950,-4029.769274176991
32000,-3663.804189400426
32050,-3670.0262407241894
32100,-3723.814746864312
32150,-3480.629782251014
32200,-3796.798867762581
32250,-3731.0588473865287
32300,-3646.9248101013322
32350,-3914.083935653924
32400,-3940.0644082713134
32450,-3938.0365094011136
32500,-3533.7033240921483
32550,-3524.2108348231127
32600,-3649.193292924118
32650,-3587.068607759676
32700,-3532.48240419165
32750,-3594.6205251391684
32800,-3705.994450453644
32850,-3696.913810238679
32900,-3917.5943853579615
32950,-3542.7520016470617
33000,-3713.9945983600446
33050,-3517.883727419141
33100,-3593.093733175685
33150,-3680.677279960052
33200,-3672.390888210591
33250,-3759.768895413415
33300,-3776.6547238151916
33350,-3837.9708200959208
33400,-3949.568363439537
33450,-3794.1584866541225
33500,-3728.493846156263
33550,-3508.0612455213404
33600,-3562.41239461232
33650,-3533.1528800001443
33700,-3621.8510891709325
33750,-3846.0355709472187
33800,-3897.46679272878
33850,-3796.6085083825847
33900,-3700.674460354464
33950,-3634.137564513351
34000,-3969.6646205958887
34050,-3682.1249223553373
34100,-3511.5861030103324
34150,-3651.4894212517897
34200,-3673.0943836156766
34250,-3607.76120133591
34300,-3525.00332955455
34350,-3674.05871924057
34400,-3764.8828545830684
34450,-3396.088894756543
34500,-3528.066332074509
34550,-3601.842031843464
34600,-3718.1576855570047
34650,-3811.6179060151862
34700,-3583.3761318786374
34750,-3633.1226039945454
34800,-3728.362430896735
34850,-3540.3523675413576
34900,-3358.8161947232993
34950,-3679.6639906962864
35000,-3486.5325168654545
35050,-3694.3480672325295
35100,-3595.6298841615762
35150,-3598.2969237882335
35200,-3606.326059787644
35250,-3742.7374483855015
35300,-3544.771312240743
35350,-3660.1115546009737
35400,-3681.940678956777
35450,-3833.7425300392038
35500,-3621.540455338582
35550,-3472.751216000749
35600,-3613.8785719467687
35650,-3895.5971132695695
35700,-4084.458540119256
35750,-3604.8683904665045
35800,-3877.9400277561344
35850,-3657.826463338212
35900,-3773.739600933785
35950,-3745.101651684977
36000,-3483.8948726261265
36050,-3822.5749703842466
36100,-3789.0384221312825
36150,-3857.1578782199404
36200,-3611.0676293745983
36250,-3452.0143663378467
36300,-3786.1103398247005
36350,-3633.5933931992345
36400,-3882.557623094523
36450,-3601.560544798062
36500,-3621.1669055002594
36550,-3818.488258041305
36600,-3563.2557606632636
36650,-3576.6978372306653
36700,-3422.596138329834
36750,-4142.771631322536
36800,-3691.1929784436084
36850,-3844.4369936595813
36900,-3841.0151000484916
36950,-3599.8800410633958
37000,-3711.805622597894
37050,-3558.7658955564793
37100,-3687.7592218589098
37150,-3667.7207378914454
37200,-3852.353691383818
37250,-3610.9997017510423
37300,-3665.7514498687415
37350,-3466.1570925835485
37400,-3801.3621130016213
37450,-3700.2453163464997
37500,-3558.134884770159
37550,-3805.247695942611
37600,-3649.7045287248384
37650,-3705.389796764705
37700,-3775.4705841244854
37750,-3565.760353454643
37800,-3679.5181025088746
37850,-3473.7605777563545
37900,-3756.1896700445054
37950,-3854.275141897709
38000,-3587.910273442644
38050,-3701.457748959596
38100,-3623.93688841749
38150,-3569.6168793108573
38200,-3659.621203098851
38250,-3725.097191727177
38300,-3243.9794769071937
38350,-3666.670051945409
38400,-3557.1444583407265
38450,-3824.086259434306
38500,-3869.5924127441913
38550,-3614.8687853435285
38600,-3732.67899986115
38650,-3761.6423688087907
38700,-3526.6631372360966
38750,-3827.4607569155405
38800,-3683.293015299617
38850,-3779.849044120038
38900,-3326.81994076315
38950,-3375.539273036514
39000,-3616.196971795781
39050,-3861.072724601479
39100,-3735.2937363950605
39150,-3544.5469363981542
39200,-3506.3374039324253
39250,-3649.4603239283874
39300,-3853.9080008051947
39350,-3570.4409685127557
39400,-3635.1341980369657
39450,-3746.8034897860966
39500,-3398.5508523298986
39550,-3662.315016638162
39600,-3616.549031008876
39650,-3497.3454716375786
39700,-3664.5275277047
39750,-3697.0941989715916
39800,-3372.1507827376804
39850,-3564.6826982160537
39900,-3856.3442840881726
39950,-3662.4397621334947
40000,-3575.0152875075746
40050,-3523.214790879881
40100,-3788.321708907361
40150,-3797.7088136481652
40200,-3641.693356269028
40250,-3669.6864916248387
40300,-3681.459358513305
40350,-3679.450039802922
40400,-3728.660552558169
40450,-3619.077212284362
40500,-3483.8227820258217
40550,-3685.113306274008
40600,-3539.8045329378187
40650,-3460.191596454157
40700,-3650.596668670288
40750,-3710.2350372982023
40800,-3956.153335218389
40850,-4018.6901237259804
40900,-3787.0222151008397
40950,-3689.8514453363027
41000,-3703.1785725855584
41050,-3502.7442742723324
41100,-3837.9039331573604
41150,-3580.7763439063897
41200,-3837.213268686746
41250,-3758.553970201775
41300,-3610.1886689451803
41350,-3645.458275217892
41400,-3483.0231635464156
41450,-3464.3229151735095
41500,-3856.979068423657
41550,-3615.8500201237534
41600,-3619.882680249701
41650,-3484.4312424278214
41700,-3699.3063465603914
41750,-3990.779748455473
41800,-3777.704568183184
41850,-3444.981112681016
41900,-3522.244709736943
41950,-3432.266285087592
42000,-3272.1910279067197
42050,-3460.469287871045
42100,-3522.5298195835103
42150,-3828.7806322771435
42200,-3715.4170448728028
42250,-3557.851139044492
42300,-3648.9488660725206
42350,-3584.291705775356
42400,-3264.945699812938
42450,-3940.6598367088704
42500,-3743.244733781421
42550,-3691.95187879659
42600,-3412.105606086962
42650,-3614.127039953882
42700,-3652.2449080536007
42750,-3608.0167265429395
42800,-3580.7945099366266
42850,-3403.7615914816924
42900,-3657.3540802283683
42950,-3608.9781904452275
43000,-3244.2655051458005
43050,-3371.0895798075467
43100,-3774.3078722054934
43150,-3728.695605866164
43200,-3879.86619899944
43250,-3707.4414758895587
43300,-3657.1399125971266
43350,-3567.251066528782
43400,-3783.6589951424135
43450,-3517.792160824932
43500,-3445.0600882282174
43550,-3472.1472875957425
43600,-3762.711237416383
43650,-3952.3864723510837
43700,-3773.937636074843
43750,-3574.6459084940807
43800,-3383.337162949229
43850,-3507.5438585523634
43900,-3657.3340735294555
43950,-3685.204236225766
44000,-3518.573912466979
44050,-3667.1370106839377
44100,-3563.544594280827
44150,-3686.1076745361006
44200,-3780.4469371157797
44250,-3282.9721765768695
44300,-3424.688862331408
44350,-3708.775213140193
44400,-3505.8376983628355
44450,-3526.941852778773
44500,-3488.2690258110792
44550,-3565.2830006227364
44600,-3494.549134769844
44650,-3782.333687914845
44700,-3598.5055872416087
44750,-3576.423342196174
44800,-3561.3494261977517
44850,-3668.3874168592392
44900,-3672.9942104939314
44950,-3551.8183897708377
45000,-3719.5444202088865
45050,-3847.1979285001817
45100,-3546.6088927809724
45150,-3385.534416103342
45200,-3354.218156898325
45250,-3604.1203107008546
45300,-3671.509451013911
45350,-3648.457029001215
45400,-3594.116854924265
45450,-3673.08893276389
45500,-3660.8191434498267
45550,-3805.302445547561
45600,-3742.7971128641198
45650,-3664.187866691014
45700,-3601.456602927136
45750,-3605.532340603185
45800,-3631.0254719223776
45850,-3585.215901282913
45900,-3522.8893801187032
45950,-3831.6693563152153
46000,-3638.005516216716
46050,-3605.5814032952712
46100,-3552.3746498388555
46150,-3842.132848216105
46200,-3955.505175496023
46250,-3690.5371363732593
46300,-3560.8778325591807
46350,-3869.710467952203
46400,-3878.620835526604
46450,-3760.191350426984
46500,-3475.5586399214244
46550,-3192.838468287391
46600,-3704.3053139453687
46650,-3593.2593548077825
46700,-3571.635356259321
46750,-3721.108029511171
46800,-3753.061244809174
46850,-3687.4008839698454
46900,-3710.0786045645405
46950,-3584.554783529746
47000,-3440.032338430542
47050,-3477.855058328485
47100,-3610.129493715438
47150,-3552.0610799002034
47200,-3385.4358562338252
47250,-3263.458838836582
47300,-3585.578866017054
47350,-3690.099782788727
47400,-3480.479097419919
47450,-3744.5165305813134
47500,-3535.7762934654597
47550,-3698.078827850359
47600,-3709.72265287049
47650,-3600.0846195661125
47700,-3553.8562800307177
47750,-3519.1419062750415
47800,-3554.149252464485
47850,-3451.9640962045273
47900,-3658.5228514968358
47950,-3593.7604123429846
48000,-3329.604991164095
48050,-3449.406904272959
48100,-3531.368324100018
48150,-3622.824389771685
48200,-3433.744926987761
48250,-3433.2501196274975
48300,-3684.5457332954807
48350,-3434.5413563187853
48400,-3635.1556810696807
48450,-3711.9979463460913
48500,-3587.9634053304417
48550,-3424.671441327588
48600,-3644.3278826560318
48650,-3304.1829156170297
48700,-3562.2498112827097
48750,-3481.60212110701
48800,-3391.679111459447
48850,-3600.068841590726
48900,-3747.0884951068633
48950,-3902.8835124232223
49000,-3782.7400778849733
49050,-3568.1794904747403
49100,-3419.064871474092
49150,-3656.059155676983
49200,-3738.394999224845
49250,-3763.460354585745
49300,-3583.0661133409985
49350,-3675.9056690489
49400,-3763.4207174142284
49450,-3659.1831746602484
49500,-3634.230809922973
49550,-3379.3619880141296
49600,-3552.736356283093
49650,-3785.3685735766016
49700,-3555.2491165189817
49750,-3563.4391789198185
49800,-3643.407184889478
49850,-3660.942185126345
49900,-3545.2616192828405
49950,-3306.789526382648
50000,-3401.464941120448
50050,-3484.9584347324057
50100,-3411.933651925953
50150,-3433.805980409142
50200,-3502.0288129133537
50250,-3369.4675112503737
50300,-3956.8371295048673
50350,-3671.6428511269046
50400,-3853.917102487602
50450,-3517.29629880041
50500,-3217.8512472841016
50550,-3477.394340840892
50600,-3208.6037301131473
50650,-3406.5326277435775
50700,-3706.736378525153
50750,-3555.061789544223
50800,-3640.991452726911
50850,-3607.2686080410654
50900,-3491.7661343186337
50950,-3646.1457853467477
51000,-3483.210724834805
51050,-3611.8826734066943
51100,-3496.041829124762
51150,-3750.8761966652255
51200,-3790.8648793861867
51250,-3391.339919052938
51300,-3728.681746967641
51350,-3569.2377925351348
51400,-3496.335826293723
51450,-3303.830068331393
51500,-3368.013860528612
51550,-3733.6652175296463
51600,-3532.9124712975786
51650,-3445.5705520970973
51700,-3503.206847424467
51750,-3456.9538428205647
51800,-3500.431028981964
51850,-3708.5175736150118
51900,-3367.0926479183872
51950,-3594.673664923105
52000,-3382.4140315727523
52050,-3753.4185996540505
52100,-3487.4372113574623
52150,-3212.3966880190505
52200,-3333.9349052741636
52250,-3952.0959324295454
52300,-3497.6212062796963
52350,-3639.5652187575224
52400,-3511.497525331254
52450,-3848.641974739317
52500,-3421.592087262764
52550,-3632.6939236948833
52600,-3605.2262768298556
52650,-3603.1369363108056
52700,-3409.7321464484958
52750,-3560.914272118564
52800,-3494.3177680991284
52850,-3607.6708173510365
52900,-3607.5764104259865
52950,-3543.7270527451665
53000,-3675.7127934825457
53050,-3583.609928284874
53100,-3662.6472598296195
53150,-3586.7757853441317
53200,-3383.7868483569396
53250,-3254.3364931991264
53300,-3315.0282403836773
53350,-3222.8046747935095
53400,-3306.0291744640404
53450,-3589.6342984098515
53500,-3488.68498876932
53550,-3396.527184834662
53600,-3769.7283336142204
53650,-3836.1651061165503
53700,-3711.0614052618516
53750,-3397.324570304779
53800,-3233.133125364303
53850,-3553.086475594354
53900,-3566.1971351468283
53950,-3394.3259762522403
54000,-3563.864087121029
54050,-3367.8864436313024
54100,-3581.505869483078
54150,-3439.803184969923
54200,-3439.1773249514654
54250,-3615.506480541637
54300,-3503.8047765960014
54350,-3706.469900865136
54400,-3756.057304498183
54450,-3286.876754093784
54500,-3261.2082559784053
54550,-3335.301168179122
54600,-3566.8758652594875
54650,-3645.548515096028
54700,-3451.131852676775
54750,-3437.67308320803
54800,-3475.2884805037324
54850,-3526.1197594260784
54900,-3654.021049459994
54950,-3575.9936024653443
55000,-3519.322798167387
55050,-3336.6828471484705
55100,-3372.5181071556326
55150,-3313.088912035235
55200,-3654.8129706800846
55250,-3646.597950074224
55300,-3451.5058196850136
55350,-3491.8353394030696
55400,-3541.770771888172
55450,-3553.626850885204
55500,-3321.6036301455683
55550,-3210.7269398989797
55600,-3665.539076968413
55650,-3699.068468777197
55700,-3557.279565936703
55750,-3329.175586735539
55800,-3530.228128753083
55850,-3572.356525395726
55900,-3931.7814699062033
55950,-3389.4083110967854
56000,-3529.062546173546
56050,-3604.488185137696
56100,-3631.122928929593
56150,-3559.247312194258
56200,-3457.9298432861
